value,anomaly_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
22.11580504,0.5,0,0,0,0
20.5589027,0.5,0,0,0,0
20.50403221,0.5,0,0,0,0
18.68697819,0.5,0,0,0,0
22.20900485,0.5,0,0,0,0
19.15746924,0.5,0,0,0,0
20.20992294,0.5,0,0,0,0
21.31609885,0.5,0,0,0,0
18.95234976,0.5,0,0,0,0
20.20601868,0.5,0,0,0,0
19.05376074,0.5,0,0,0,0
21.13976608,0.5,0,0,0,0
20.35459997,0.5,0,0,0,0
21.52673813,0.5,0,0,0,0
21.68180747,0.5,0,0,0,0
20.69378956,0.5,0,0,0,0
21.00189245,0.5,0,0,0,0
20.29382538,0.5,0,0,0,0
19.55647113,0.5,0,0,0,0
20.61224045,0.5,0,0,0,0
21.65392231,0.5,0,0,0,0
19.68560156,0.5,0,0,0,0
19.27612743,0.5,0,0,0,0
19.57251934,0.5,0,0,0,0
19.76054244,0.5,0,0,0,0
18.31180658,0.5,0,0,0,0
20.01296137,0.5,0,0,0,0
19.99643515,0.5,0,0,0,0
20.37331492,0.5,0,0,0,0
19.46995334,0.5,0,0,0,0
20.45635725,0.5,0,0,0,0
21.51699571,0.5,0,0,0,0
21.82607376,0.5,0,0,0,0
20.33835308,0.5,0,0,0,0
18.17385252,0.5,0,0,0,0
21.88114436,0.5,0,0,0,0
20.82744634,0.5,0,0,0,0
19.34756861,0.5,0,0,0,0
18.59219982,0.5,0,0,0,0
18.57724059,0.5,0,0,0,0
18.67456245,0.5,0,0,0,0
18.18578108,0.5,0,0,0,0
21.60861675,0.5,0,0,0,0
20.16307293,0.5,0,0,0,0
20.79983765,0.5,0,0,0,0
21.31243404,0.5,0,0,0,0
21.16616403,0.5,0,0,0,0
21.53042249,0.5,0,0,0,0
21.86901849,0.5,0,0,0,0
19.75628246,0.5,0,0,0,0
21.80134187,0.5,0,0,0,0
20.89315979,0.5,0,0,0,0
18.28267276,0.5,0,0,0,0
20.72713248,0.5,0,0,0,0
20.74686664,0.5,0,0,0,0
21.62344226,0.5,0,0,0,0
19.49172853,0.5,0,0,0,0
20.339646,0.5,0,0,0,0
18.0487502,0.5,0,0,0,0
19.32830097,0.5,0,0,0,0
18.2489749,0.5,0,0,0,0
20.08749189,0.5,0,0,0,0
21.2697906,0.5,0,0,0,0
18.82577077,0.5,0,0,0,0
20.10976418,0.5,0,0,0,0
18.81603455,0.5,0,0,0,0
18.48275387,0.5,0,0,0,0
20.04398717,0.5,0,0,0,0
18.31659448,0.5,0,0,0,0
20.34941852,0.5,0,0,0,0
18.12534984,0.5,0,0,0,0
18.42685989,0.5,0,0,0,0
20.19998994,0.5,0,0,0,0
20.36562965,0.5,0,0,0,0
18.11594772,0.5,0,0,0,0
20.29350715,0.5,0,0,0,0
21.3540101,0.5,0,0,0,0
20.88926471,0.5,0,0,0,0
18.52474042,0.5,0,0,0,0
20.36989859,0.5,0,0,0,0
20.68901,0.5,0,0,0,0
18.14892481,0.5,0,0,0,0
21.42139067,0.5,0,0,0,0
21.62506959,0.5,0,0,0,0
21.40180909,0.5,0,0,0,0
21.29852587,0.5,0,0,0,0
20.97986079,0.5,0,0,0,0
20.53372813,0.5,0,0,0,0
20.71450802,0.5,0,0,0,0
21.22558117,0.5,0,0,0,0
20.64999383,0.5,0,0,0,0
19.31090783,0.5,0,0,0,0
19.50384441,0.5,0,0,0,0
21.58822987,0.5,0,0,0,0
18.06848834,0.5,0,0,0,0
20.79528233,0.5,0,0,0,0
21.81911021,0.5,0,0,0,0
20.82491268,0.5,0,0,0,0
21.97564795,0.5,0,0,0,0
20.75017962,0.5,0,0,0,0
18.13745212,0.5,0,0,0,0
21.30803953,0.5,0,0,0,0
19.13851965,0.5,0,0,0,0
19.7842289,0.5,0,0,0,0
19.24836766,0.5,0,0,0,0
19.07421642,0.5,0,0,0,0
19.72562281,0.5,0,0,0,0
19.51500579,0.5,0,0,0,0
20.53335433,0.5,0,0,0,0
21.2526048,0.5,0,0,0,0
19.18835461,0.5,0,0,0,0
18.85488461,0.5,0,0,0,0
20.66758108,0.5,0,0,0,0
20.68128026,0.5,0,0,0,0
21.60452496,0.5,0,0,0,0
18.06378275,0.5,0,0,0,0
21.41216265,0.5,0,0,0,0
20.08400869,0.5,0,0,0,0
20.48520836,0.5,0,0,0,0
18.36548576,0.5,0,0,0,0
19.73045973,0.5,0,0,0,0
18.90920963,0.5,0,0,0,0
19.01690012,0.5,0,0,0,0
20.01638046,0.5,0,0,0,0
21.2498238,0.5,0,0,0,0
20.97512372,0.5,0,0,0,0
20.36399984,0.5,0,0,0,0
20.15767277,0.5,0,0,0,0
19.70922417,0.5,0,0,0,0
21.89083989,0.5,0,0,0,0
20.24077022,0.5,0,0,0,0
19.01586559,0.5,0,0,0,0
18.92036317,0.5,0,0,0,0
20.44541212,0.5,0,0,0,0
20.09131011,0.5,0,0,0,0
18.03079121,0.5,0,0,0,0
21.32026149,0.5,0,0,0,0
20.81648942,0.5,0,0,0,0
20.64731716,0.5,0,0,0,0
18.27512263,0.5,0,0,0,0
19.4482234,0.5,0,0,0,0
21.74152904,0.5,0,0,0,0
21.45035697,0.5,0,0,0,0
19.14217175,0.5,0,0,0,0
18.62823554,0.5,0,0,0,0
19.79635183,0.5,0,0,0,0
19.42332151,0.5,0,0,0,0
20.72890551,0.5,0,0,0,0
21.86573924,0.5,0,0,0,0
19.4520058,0.5,0,0,0,0
62.04624875,0.5,0,0,0,0
73.40755051,0.5,0,0,0,0
61.71611633,0.5,0,0,0,0
74.1576162,0.5,0,0,0,0
70.23828022,0.5,0,0,0,0
74.00697323,0.5,0,0,0,0
63.91537174,0.5,0,0,0,0
61.75351722,0.5,0,0,0,0
67.8396557,0.5,0,0,0,0
67.32847844,0.5,0,0,0,0
65.70829492,0.5,0,0,0,0
74.22412805,0.5,0,0,0,0
82.60649952,0.5,0,0,0,0
80.10775297,0.5,0,0,0,0
72.36756069,0.5,0,0,0,0
81.2366993,0.5,0,0,0,0
81.1232333,0.5,0,0,0,0
76.43705805,0.5,0,0,0,0
84.19267732,0.5,0,0,0,0
72.43149673,0.5,0,0,0,0
73.98907897,0.5,0,0,0,0
70.82124175,0.5,0,0,0,0
82.18539887,0.5,0,0,0,0
79.48970567,0.5,0,0,0,0
76.57681062,0.5,0,0,0,0
74.17329251,0.5,0,0,0,0
72.20651013,0.5,0,0,0,0
74.21992152,0.5,0,0,0,0
78.77703902,0.5,0,0,0,0
75.49910252,0.5,0,0,0,0
75.68685255,0.5,0,0,0,0
85.49316654,0.5,0,0,0,0
79.76074956,0.5,0,0,0,0
83.16602338,0.5,0,0,0,0
72.13594693,0.5,0,0,0,0
77.37555801,0.5,0,0,0,0
79.57110951,0.5,0,0,0,0
74.89269048,0.5,0,0,0,0
73.83435699,0.5,0,0,0,0
85.82175062,0.5,0,0,0,0
86.92646895,0.5,0,0,0,0
73.17299408,0.5,0,0,0,0
77.49119824,0.5,0,0,0,0
87.22777097,0.5,0,0,0,0
73.24259102,0.5,0,0,0,0
82.19950405,0.5,0,0,0,0
87.45047529,0.5,0,0,0,0
87.5463968,0.5,0,0,0,0
79.5204838,0.5,0,0,0,0
74.58608077,0.5,0,0,0,0
75.21529304,0.5,0,0,0,0
86.21292625,0.5,0,0,0,0
86.56614721,0.5,0,0,0,0
81.70646004,0.5,0,0,0,0
84.23860027,0.5,0,0,0,0
83.81877869,0.5,0,0,0,0
82.56932417,0.5,0,0,0,0
85.21597453,0.5,0,0,0,0
82.94659401,0.5,0,0,0,0
80.52470632,0.5,0,0,0,0
75.78766382,0.5,0,0,0,0
83.898183,0.5,0,0,0,0
79.57118629,0.5,0,0,0,0
76.71298454,0.5,0,0,0,0
84.82706852,0.5,0,0,0,0
83.14342653,0.5,0,0,0,0
86.99325713,0.5,0,0,0,0
74.64348318,0.5,0,0,0,0
82.38307398,0.5,0,0,0,0
75.90418791,0.5,0,0,0,0
86.45317781,0.5,0,0,0,0
73.58845821,0.5,0,0,0,0
82.49779692,0.5,0,0,0,0
84.65655883,0.5,0,0,0,0
77.67793973,0.5,0,0,0,0
87.26537151,0.5,0,0,0,0
85.61086908,0.5,0,0,0,0
76.71315634,0.5,0,0,0,0
72.11996513,0.5,0,0,0,0
76.74577805,0.5,0,0,0,0
76.50023312,0.5,0,0,0,0
86.23860582,0.5,0,0,0,0
87.4730991,0.5,0,0,0,0
73.12633776,0.5,0,0,0,0
79.54056454,0.5,0,0,0,0
80.77315689,0.5,0,0,0,0
73.48644549,0.5,0,0,0,0
78.03981351,0.5,0,0,0,0
77.0731707,0.5,0,0,0,0
80.57674696,0.5,0,0,0,0
82.57889584,0.5,0,0,0,0
83.25560192,0.5,0,0,0,0
74.18793794,0.5,0,0,0,0
85.00700002,0.5,0,0,0,0
82.85651339,0.5,0,0,0,0
86.22503312,0.5,0,0,0,0
79.18934654,0.5,0,0,0,0
86.30220306,0.5,0,0,0,0
85.85235299,0.5,0,0,0,0
79.01451898,0.5,0,0,0,0
78.09826305,0.5,0,0,0,0
86.92495886,0.5,0,0,0,0
83.44260371,0.5,0,0,0,0
86.85189219,0.5,0,0,0,0
84.75156392,0.5,0,0,0,0
81.74872764,0.5,0,0,0,0
73.85361607,0.5,0,0,0,0
76.66366132,0.5,0,0,0,0
35.00058469,0.5,0,0,0,0
30.84429551,0.5,0,0,0,0
29.39682552,0.5,0,0,0,0
33.32833508,0.5,0,0,0,0
33.4976208,0.5,0,0,0,0
30.62692353,0.5,0,0,0,0
30.70509477,0.5,0,0,0,0
31.800909,0.5,0,0,0,0
28.93944372,0.5,0,0,0,0
33.85166077,0.5,0,0,0,0
30.82936232,0.5,0,0,0,0
34.26407727,0.5,0,0,0,0
23.75578299,0.5,0,0,0,0
23.12307984,0.5,0,0,0,0
21.61543822,0.5,0,0,0,0
22.47309696,0.5,0,0,0,0
22.15283386,0.5,0,0,0,0
21.67818966,0.5,0,0,0,0
23.95964926,0.5,0,0,0,0
22.32611047,0.5,0,0,0,0
23.89059817,0.5,0,0,0,0
20.63137763,0.5,0,0,0,0
20.79178991,0.5,0,0,0,0
24.53839362,0.5,0,0,0,0
20.83949937,0.5,0,0,0,0
20.52001634,0.5,0,0,0,0
20.57484699,0.5,0,0,0,0
19.31374067,0.5,0,0,0,0
21.37581112,0.5,0,0,0,0
18.77926121,0.5,0,0,0,0
20.78033368,0.5,0,0,0,0
20.76986874,0.5,0,0,0,0
22.17651552,0.5,0,0,0,0
20.58724454,0.5,0,0,0,0
18.99340857,0.5,0,0,0,0
20.7779971,0.5,0,0,0,0
18.45346402,0.5,0,0,0,0
18.90548814,0.5,0,0,0,0
18.21143158,0.5,0,0,0,0
20.14942952,0.5,0,0,0,0
18.42615344,0.5,0,0,0,0
19.97298984,0.5,0,0,0,0
21.83609263,0.5,0,0,0,0
20.97926502,0.5,0,0,0,0
18.39753296,0.5,0,0,0,0
18.98754403,0.5,0,0,0,0
20.79398395,0.5,0,0,0,0
21.68238567,0.5,0,0,0,0
18.14908075,0.5,0,0,0,0
21.27020433,0.5,0,0,0,0
20.26669288,0.5,0,0,0,0
20.20374228,0.5,0,0,0,0
21.85221072,0.5,0,0,0,0
21.0107294,0.5,0,0,0,0
21.42101992,0.5,0,0,0,0
19.43462161,0.5,0,0,0,0
20.23686491,0.5,0,0,0,0
20.48126586,0.5,0,0,0,0
19.30485063,0.5,0,0,0,0
20.30046224,0.5,0,0,0,0
18.95025927,0.5,0,0,0,0
18.5770688,0.5,0,0,0,0
19.49962424,0.5,0,0,0,0
20.96118229,0.5,0,0,0,0
21.66890822,0.5,0,0,0,0
19.83466373,0.5,0,0,0,0
20.57524444,0.5,0,0,0,0
18.41568365,0.5,0,0,0,0
21.62200566,0.5,0,0,0,0
20.27830954,0.5,0,0,0,0
21.12540829,0.5,0,0,0,0
21.18183093,0.5,0,0,0,0
19.02592211,0.5,0,0,0,0
20.11669781,0.5,0,0,0,0
21.84191901,0.5,0,0,0,0
18.35853818,0.5,0,0,0,0
20.73219959,0.5,0,0,0,0
21.84905631,0.5,0,0,0,0
19.20230843,0.5,0,0,0,0
21.44579169,0.5,0,0,0,0
21.73463018,0.5,0,0,0,0
20.98834484,0.5,0,0,0,0
18.92531325,0.5,0,0,0,0
19.33600288,0.5,0,0,0,0
18.14323718,0.5,0,0,0,0
21.32581294,0.5,0,0,0,0
21.39844475,0.5,0,0,0,0
20.53084124,0.5,0,0,0,0
19.41011141,0.5,0,0,0,0
18.30724411,0.5,0,0,0,0
21.01223044,0.5,0,0,0,0
20.90610477,0.5,0,0,0,0
21.65041009,0.5,0,0,0,0
20.92212808,0.5,0,0,0,0
21.31477977,0.5,0,0,0,0
20.98381847,0.5,0,0,0,0
20.52274875,0.5,0,0,0,0
19.70786558,0.5,0,0,0,0
21.60846923,0.5,0,0,0,0
20.60387429,0.5,0,0,0,0
19.59342129,0.5,0,0,0,0
18.33387718,0.5,0,0,0,0
19.16281942,0.5,0,0,0,0
20.17490694,0.5,0,0,0,0
19.10254148,0.5,0,0,0,0
18.88494139,0.5,0,0,0,0
20.10957406,0.5,0,0,0,0
18.67928138,0.5,0,0,0,0
21.20164025,0.5,0,0,0,0
19.93747261,0.5,0,0,0,0
20.2954511,0.5,0,0,0,0
18.58953307,0.5,0,0,0,0
19.29830534,0.5,0,0,0,0
19.64035873,0.5,0,0,0,0
21.23285132,0.5,0,0,0,0
21.08063809,0.5,0,0,0,0
18.8919099,0.5,0,0,0,0
20.46471633,0.5,0,0,0,0
18.97382543,0.5,0,0,0,0
21.95298862,0.5,0,0,0,0
21.80849551,0.5,0,0,0,0
20.25305888,0.5,0,0,0,0
20.79561029,0.5,0,0,0,0
21.20572153,0.5,0,0,0,0
20.88399368,0.5,0,0,0,0
20.79931476,0.5,0,0,0,0
21.83421603,0.5,0,0,0,0
20.38582443,0.5,0,0,0,0
20.54521069,0.5,0,0,0,0
21.397075,0.5,0,0,0,0
20.67956347,0.5,0,0,0,0
20.93173049,0.5,0,0,0,0
18.93667474,0.5,0,0,0,0
19.4850677,0.5,0,0,0,0
18.58920538,0.5,0,0,0,0
20.02306177,0.5,0,0,0,0
19.8229096,0.5,0,0,0,0
21.98865126,0.5,0,0,0,0
20.44483461,0.5,0,0,0,0
21.14577929,0.5,0,0,0,0
19.33605868,0.5,0,0,0,0
21.32618133,0.5,0,0,0,0
20.46033987,0.5,0,0,0,0
20.78796933,0.5,0,0,0,0
19.17772311,0.5,0,0,0,0
20.19455357,0.5,0,0,0,0
20.53614789,0.5,0,0,0,0
20.3563787,0.5,0,0,0,0
21.66077485,0.5,0,0,0,0
21.59309066,0.5,0,0,0,0
21.88393623,0.5,0,0,0,0
20.66971202,0.5,0,0,0,0
21.88765652,0.5,0,0,0,0
21.329912,0.5,0,0,0,0
19.08332856,0.5,0,0,0,0
19.70974268,0.5,0,0,0,0
18.95356977,0.5,0,0,0,0
18.01678864,0.5,0,0,0,0
18.75219501,0.5,0,0,0,0
18.01624235,0.5,0,0,0,0
20.87935385,0.5,0,0,0,0
19.70213719,0.5,0,0,0,0
19.25029891,0.5,0,0,0,0
21.04688356,0.5,0,0,0,0
21.3299471,0.5,0,0,0,0
21.90119815,0.5,0,0,0,0
20.56805434,0.5,0,0,0,0
19.84611583,0.5,0,0,0,0
19.22105721,0.5,0,0,0,0
18.88927284,0.5,0,0,0,0
18.8517038,0.5,0,0,0,0
19.6367575,0.5,0,0,0,0
21.96714542,0.5,0,0,0,0
18.00341479,0.5,0,0,0,0
18.78882359,0.5,0,0,0,0
18.75357193,0.5,0,0,0,0
20.86847794,0.5,0,0,0,0
19.40993891,0.5,0,0,0,0
19.82904322,0.5,0,0,0,0
18.59449652,0.5,0,0,0,0
66.70795973,0.5,0,0,0,0
62.60351744,0.5,0,0,0,0
68.44938872,0.5,0,0,0,0
62.53196177,0.5,0,0,0,0
71.95091398,0.5,0,0,0,0
68.90578336,0.5,0,0,0,0
71.04596308,0.5,0,0,0,0
66.89182286,0.5,0,0,0,0
66.38828159,0.5,0,0,0,0
62.53564089,0.5,0,0,0,0
68.32443626,0.5,0,0,0,0
68.19722944,0.5,0,0,0,0
77.10494373,0.5,0,0,0,0
81.33284502,0.5,0,0,0,0
82.76046829,0.5,0,0,0,0
81.49225576,0.5,0,0,0,0
72.07279633,0.5,0,0,0,0
79.49436358,0.5,0,0,0,0
71.0866146,0.5,0,0,0,0
80.6205379,0.5,0,0,0,0
75.76614278,0.5,0,0,0,0
71.8963838,0.5,0,0,0,0
83.2190293,0.5,0,0,0,0
79.36940942,0.5,0,0,0,0
77.20954589,0.5,0,0,0,0
72.05668507,0.5,0,0,0,0
80.11338236,0.5,0,0,0,0
86.25098437,0.5,0,0,0,0
81.05282486,0.5,0,0,0,0
87.02113122,0.5,0,0,0,0
73.73811859,0.5,0,0,0,0
80.60632438,0.5,0,0,0,0
84.26138076,0.5,0,0,0,0
79.92619979,0.5,0,0,0,0
73.01631933,0.5,0,0,0,0
80.83821897,0.5,0,0,0,0
81.68966113,0.5,0,0,0,0
83.55895676,0.5,0,0,0,0
84.07836898,0.5,0,0,0,0
84.23116418,0.5,0,0,0,0
82.51597217,0.5,0,0,0,0
75.36243541,0.5,0,0,0,0
78.37361077,0.5,0,0,0,0
84.31677787,0.5,0,0,0,0
87.15012594,0.5,0,0,0,0
73.17523566,0.5,0,0,0,0
80.47190454,0.5,0,0,0,0
76.90795591,0.5,0,0,0,0
75.5881568,0.5,0,0,0,0
80.07374862,0.5,0,0,0,0
81.67782207,0.5,0,0,0,0
72.13903818,0.5,0,0,0,0
84.46302916,0.5,0,0,0,0
85.09768575,0.5,0,0,0,0
87.42718563,0.5,0,0,0,0
74.87232606,0.5,0,0,0,0
81.49327792,0.5,0,0,0,0
78.80708773,0.5,0,0,0,0
77.33867989,0.5,0,0,0,0
81.03068319,0.5,0,0,0,0
84.51407262,0.5,0,0,0,0
72.36537083,0.5,0,0,0,0
87.5062013,0.5,0,0,0,0
84.95402738,0.5,0,0,0,0
84.01442637,0.5,0,0,0,0
84.16215814,0.5,0,0,0,0
78.22121656,0.5,0,0,0,0
84.02189557,0.5,0,0,0,0
78.1845703,0.5,0,0,0,0
86.37516307,0.5,0,0,0,0
74.83196603,0.5,0,0,0,0
76.67387826,0.5,0,0,0,0
80.8206248,0.5,0,0,0,0
77.10663634,0.5,0,0,0,0
78.78703956,0.5,0,0,0,0
79.87799619,0.5,0,0,0,0
85.70083085,0.5,0,0,0,0
80.3703045,0.5,0,0,0,0
77.7986107,0.5,0,0,0,0
75.96304937,0.5,0,0,0,0
78.53806169,0.5,0,0,0,0
80.25100725,0.5,0,0,0,0
83.93703191,0.5,0,0,0,0
73.93607063,0.5,0,0,0,0
75.54560196,0.5,0,0,0,0
78.07431435,0.5,0,0,0,0
77.76622517,0.5,0,0,0,0
78.26781913,0.5,0,0,0,0
