value,value,value,value,value
0,0,-18.80679022,21.58346776,19.57176051
0,0,-20.31841715,20.97795356,20.80669967
0,0,-18.33296299,18.4225714,18.06609092
0,0,-18.87157226,21.9270694,18.58461873
0,0,-21.05326555,20.92384683,21.31874285
0,0,-19.21039616,21.40208844,20.58229455
0,0,-21.94306428,18.19260316,19.45677881
0,0,-20.00326817,20.01984368,20.00266656
0.146559802,0,-20.0661573,20.79439315,21.6205686
0.154264464,0,-18.14525896,20.17178634,20.52631244
0,0,-21.826107,20.66658986,19.59259714
0,0,-18.69693376,21.27149625,18.48130663
0,0,-20.1533624,19.49734825,19.17498721
0,0,-19.58269844,21.3946747,21.91336093
0,0,-19.6623388,18.65166442,19.74945225
0,0,-20.57320066,19.08354422,19.88735786
0,0,-20.64835471,18.17338248,19.99439213
0,0,-18.61715446,19.45770725,21.53641609
0,0,-19.99834661,19.51963818,20.41571314
0,0,-21.1619098,21.22108239,20.77470815
0,0,-19.77314593,20.61252268,19.55765417
0,0,-18.66321788,19.74689023,18.11635047
0,0,-19.25286777,20.60845591,21.72389166
0,0,-18.84951826,18.2111334,21.79651072
0,0,-18.50326987,18.72108614,21.79661221
0,0,-19.51032451,20.50779142,21.77474835
0,0,-20.16374497,20.56546728,21.26096776
0,0,-18.2910061,21.09653863,20.7383842
0,0,-20.41529349,19.61199904,21.37803967
0,0,-21.97209776,20.89021639,20.40218496
0,0,-21.85649973,20.73592133,18.53747846
0,0,-21.31669393,21.85357351,19.56487266
0,0,-19.06536445,18.86052091,21.88517965
0,0,-18.08963039,20.20671826,19.40455125
0,0,-21.33416681,20.40705777,21.47131165
0,0,-18.22288093,21.99459154,18.37284588
0,0,-18.82251233,18.80473657,19.33673537
0.249211629,0,-20.17781286,20.09287208,19.4038133
0.225824439,0,-18.71351216,19.38474123,18.20641017
0,20,-21.33515333,20.10357187,18.47637732
0,0,-21.10863879,18.92851441,18.77266084
0,0,-21.02307802,18.19044951,21.35126236
0,0,-21.26451046,20.29026182,18.25360796
0,0,-18.87880712,19.34341726,19.19480361
0,0,-20.9155695,18.72776561,18.04070001
0,20,-19.42112601,19.29574226,20.78251098
0,0,-20.66737904,18.19712081,20.48121236
0,0,55.46426074,74.12601438,69.97175876
0,0,62.46703896,69.10361164,66.29160587
0,0,65.66529273,72.28085407,64.03244237
0,0,54.52320438,66.95440749,70.9963549
0,0,55.12594681,73.48507948,72.23120307
0,0,55.48364121,67.77312781,63.08498037
0,0,59.16676686,69.00565638,67.82088022
0,0,57.48936222,67.88839813,64.58253327
0,0,63.68304184,71.17258482,63.48625331
0,0,59.68544687,68.90652266,71.18682426
0,0,59.81444811,64.89374536,68.51811832
0,0,62.60445722,63.17933763,64.14012052
0,0,73.90192853,79.24705052,74.65120017
0,0,73.76875016,77.432073,84.84246498
0,0,79.90528109,71.32954281,83.01150684
0,0,80.25663454,75.97998307,83.49677345
0,0,68.61886134,77.82933007,76.97938775
0,0,70.58561523,82.67338299,79.52148874
0,0,71.63909235,71.02108839,75.68743533
0,0,73.74432713,75.2486478,71.04608986
0,0,72.83001087,82.60762302,76.0645957
0,0,78.56150474,79.90353942,79.05858129
0,0,80.98765555,74.34015315,74.29647908
0,0,71.31972213,82.95960109,83.00019292
0,0,80.19760416,79.41334111,73.97109693
0,0,77.10620942,79.49378848,77.40682104
0,0,79.29152154,87.09964504,73.55447171
0,0,81.11280421,86.63094087,78.00645026
0,0,85.43462113,77.2701038,72.19877339
0,0,74.32591586,73.80377046,75.90262558
0,0,72.65818434,76.74740371,77.9412935
0,0,81.2150368,72.05280577,79.17274194
0,0,77.52303264,71.89829247,80.21494689
0,0,73.86037866,77.85838405,75.94145893
0,0,73.13466073,86.53397926,79.88644939
0,0,80.13313102,85.42606716,79.6632095
0,0,76.65391445,80.08686564,76.9663782
0,0,87.78290443,80.94636975,85.18086544
0,0,78.33742428,72.00842202,80.63338172
0,0,75.24579257,75.35748087,77.22353592
0,0,81.89746155,72.30951037,87.05282729
0,0,75.75626208,83.97174536,85.41917245
0,0,79.74556594,74.24113634,87.6161393
0,0,79.5617765,85.80166794,82.9760511
0,0,79.09840823,82.19443719,77.95790461
0,0,84.5678964,75.57989399,76.40197814
0.128654125,0,75.31487641,74.43409684,82.5139498
0.159083326,0,86.29597905,81.94354482,87.58783364
0,0,84.62758347,86.39265247,82.0077547
0,0,77.29902584,83.473725,86.08517365
0,0,74.85968424,77.55812801,77.24711114
0,0,76.44197137,81.37860197,78.49241782
0,0,77.29125108,76.9537138,86.47964374
0,0,80.87856633,87.96527633,84.08968086
0,0,72.71279394,83.96127147,87.68151651
0,0,86.59509418,81.81046701,84.37597226
0,0,73.54936619,78.75324097,79.15724902
0,0,76.43778696,81.87078294,80.47776902
0,0,73.71909957,77.44726519,86.3875099
0,0,76.07632252,72.44444659,80.80694945
0,0,85.39594888,78.31765693,76.08270584
0,0,81.83626556,86.8835225,78.96612645
0,0,75.63112063,82.01688052,80.25720329
0,0,85.94126063,73.33977077,73.54398706
0,0,84.80460804,86.15576214,83.89617558
0,0,84.05166385,76.29833509,73.74612295
0,0,85.5552782,75.89666867,78.47491644
0,0,81.90784175,76.74977133,84.86988511
0,0,80.01659592,81.23133649,79.47731069
0,0,77.97672178,80.71113517,85.46814565
0,0,75.57417791,79.85878667,77.46638259
0,0,80.91211304,83.47658275,87.31798924
2.651633501,0,86.23049782,77.06386388,75.35077153
1.257739735,0,81.50240456,84.51222102,72.61152924
0,0,86.71232237,74.80442872,85.95799948
0.245913576,0,77.70943454,84.52112121,84.03443672
0.298003258,0,83.12087761,82.62016852,75.71101456
0,0,82.3773295,82.93053681,87.75502326
0,0,82.72561787,79.70408919,80.03571372
0,0,82.31935507,82.67123087,87.21620976
0,0,75.54526606,73.27604929,80.07969157
0,0,74.29626561,85.62399587,79.54922971
0,0,87.65664957,72.888056,79.18545641
0,0,72.72355847,74.37915011,77.35726178
0,0,79.48352944,81.22847938,80.53906932
0,0,78.80103291,83.83042233,79.24072245
0,0,77.7600545,73.21988445,72.58781066
0,0,84.51147122,86.7320705,76.16681749
0,0,83.92533605,87.57755423,75.40982001
0,0,86.48332203,81.69504591,85.87880475
0,0,78.32754977,79.69974226,81.581763
0,0,81.02661316,83.86215854,84.21876791
0,20,86.27663667,77.25356931,87.30904897
0,0,87.90128772,79.89207755,82.30447034
0,0,87.50842977,86.65825004,87.72159144
0,0,83.48523479,87.29031921,76.98807701
0,0,74.29159338,86.83307251,74.98024612
0,0,72.37092987,76.19913981,78.45292808
0,20,85.20343917,75.71947557,79.5327601
0,0,85.4550177,76.76260262,86.32575154
0,0,83.94172081,79.06094744,80.95901594
0,0,76.47872683,77.02664903,76.67486655
0,0,82.23703312,77.98737478,83.88211632
0,0,77.05992575,81.93015977,80.09328024
0,0,79.21032124,84.2003785,74.59408248
0,0,78.11891136,83.76889901,81.22908541
1.670237709,0,86.61818595,85.03074442,86.58227934
2.487016513,0,75.74646881,72.51492261,85.48192905
0,0,-1.04E-05,29.10549067,32.55557757
0,0,-9.96E-06,33.85204445,31.21332632
0,0,-1.06E-05,32.21169828,29.35665837
0,0,-1.04E-05,32.50009407,31.805747
0,0,-1.11E-05,29.13655031,33.61330195
0,0,-9.42E-06,30.43400248,31.10574583
0,0,-9.67E-06,32.88546124,30.30685386
0,0,-1.08E-05,34.29875751,34.76082353
0,0,-9.97E-06,34.66868709,34.05794994
0,0,-9.56E-06,32.00267863,32.88495765
0,0,-1.02E-05,32.29102889,29.6754077
0,0,-1.06E-05,34.13151109,29.72741087
0,0,-14.54344735,22.56855697,20.62242264
0,0,-15.33319201,22.47552496,22.92100781
1.321519792,0,-16.9901543,24.21477516,20.67772019
2.635934048,0,-16.06478467,23.69889729,23.93496854
0,0,-14.51321535,24.23264359,24.60848186
0,0,-15.30224518,21.13774565,21.80123867
0,0,-16.4452522,22.50920095,22.1924397
0,0,-15.03795223,23.93427382,23.34826767
0,0,-17.04765468,20.65794113,24.35844413
0,0,-16.56504502,23.72008515,24.16553878
0,0,-15.90841503,20.97971961,20.41801027
0.249261809,0,-17.32999832,23.78037072,20.91744053
0.263340085,0,-18.78451536,20.93875559,21.52282987
0.224014562,0,-18.18268228,19.22349439,21.25370592
0,0,-19.81978791,20.37085847,18.97766313
0,0,-19.48145394,21.22508331,20.48845628
0,0,-18.56735234,21.02826123,21.63021647
0,0,-18.59967231,20.18200427,19.32812544
0,0,-18.80912799,22.11580504,22.00079389
0,0,-18.39797249,20.5589027,18.64897217
0,0,-20.00732743,20.50403221,21.63587081
0,0,-19.7812167,18.68697819,20.95439396
0,0,-18.97258659,22.20900485,19.72305629
0,0,-18.80776236,19.15746924,21.38493946
0,0,-19.30452352,20.20992294,21.23088455
0,0,-18.98080238,21.31609885,21.83992669
0,0,-18.19604443,18.95234976,19.56455991
0,0,-18.92023627,20.20601868,20.84363841
0,0,-19.13052703,19.05376074,20.50843529
0,0,-20.02921022,21.13976608,20.19730819
0,0,-20.92639289,20.35459997,21.66516184
0,0,-19.42614619,21.52673813,18.09913002
0,0,-21.60479549,21.68180747,19.22026292
0.531849934,0,-21.13892474,20.69378956,20.24984383
0.485481653,0,-21.76369382,21.00189245,18.80299623
0,0,-21.33277375,20.29382538,21.73529712
0,0,-20.43415677,19.55647113,20.61014723
0,0,-20.3612869,20.61224045,19.93064704
0,0,-18.48847556,21.65392231,21.27921548
0,0,-20.85617366,19.68560156,19.82255616
0,0,-20.36818612,19.27612743,20.25403727
0,0,-19.99568406,19.57251934,18.02829454
0,0,-20.73991047,19.76054244,19.4814864
0,0,-19.74454948,18.31180658,18.57297484
0,0,-20.06328596,20.01296137,20.77868312
0,0,-19.56205978,19.99643515,19.93522729
0,0,-20.83609242,20.37331492,19.22546897
0,0,-21.47203359,19.46995334,19.89040582
0,0,-21.35654348,20.45635725,18.84213655
0,0,-21.13733498,21.51699571,21.70451299
0,0,-18.04937317,21.82607376,18.21938798
0,0,-21.64059465,20.33835308,21.46578878
0,0,-19.09339105,18.17385252,20.04928388
0,0,-21.54499917,21.88114436,20.47971733
0,0,-18.7818603,20.82744634,19.21411088
0,0,-19.75226026,19.34756861,21.87098889
0,0,-20.99087595,18.59219982,19.13107629
0,0,-20.55453623,18.57724059,20.35942024
0,0,-19.65739538,18.67456245,21.97788576
0,0,-20.70786679,18.18578108,21.52851026
0,0,-20.19579804,21.60861675,20.1453193
0,0,-19.10294523,20.16307293,21.96149809
0,0,-20.58531778,20.79983765,20.80547945
0,0,-18.81698835,21.31243404,18.83480166
0,0,-20.77595314,21.16616403,19.62238484
0.186890498,0,-18.01244351,21.53042249,19.33797334
0.157060975,0,-20.19509006,21.86901849,19.37605483
0,0,-19.60427051,19.75628246,21.04182576
0,0,-19.2124151,21.80134187,20.33705171
0,0,-20.06283187,20.89315979,18.15237085
0,0,-20.58124653,18.28267276,21.50979393
0,0,-21.86124906,20.72713248,19.18718456
0,20,-21.33225796,20.74686664,21.98829951
0,0,-20.86859953,21.62344226,21.81676292
0,0,-19.91586765,19.49172853,21.76212287
0,0,-19.56857648,20.339646,21.24451042
0,0,-18.13011862,18.0487502,18.88245333
0,0,-19.43638761,19.32830097,20.13053098
0,20,-21.39350855,18.2489749,18.89721051
0,0,-19.53609833,20.08749189,19.03870182
0,0,-19.84634,21.2697906,20.44380708
0,0,-19.0873377,18.82577077,18.16333418
0,0,-19.09653104,20.10976418,21.87783427
0,0,-18.24748704,18.81603455,21.67469269
0,0,-20.4552157,18.48275387,19.52307029
0,0,-19.79227761,20.04398717,20.06168979
0,0,-20.42384323,18.31659448,19.86447768
0,0,-20.1875476,20.34941852,21.52879911
0,0,-21.19537835,18.12534984,20.75440751
0,0,-21.00404765,18.42685989,19.11244499
0,0,-21.08581541,20.19998994,19.78736502
0,0,-19.99695603,20.36562965,19.7158639
0,0,-19.41552541,18.11594772,21.83734067
0,0,-21.73374636,20.29350715,18.70124364
0,0,-18.21707909,21.3540101,18.35830535
0,0,-18.61048523,20.88926471,21.52247533
0,0,-19.67839637,18.52474042,21.58674396
0,0,-20.45583061,20.36989859,21.48695635
0,0,-18.0328015,20.68901,20.04390766
0,0,-20.87729128,18.14892481,20.63897771
0,0,-20.23490617,21.42139067,20.25345219
0,0,-19.93881103,21.62506959,18.2777913
0,0,-19.69398016,21.40180909,20.38333959
0.103038706,0,-20.07794813,21.29852587,18.05445659
0.19309487,0,-18.64714294,20.97986079,19.29994964
0,0,-18.43484696,20.53372813,21.7291703
0,0,-19.15854992,20.71450802,19.21618108
0,0,-20.83801917,21.22558117,21.75930657
0,0,-20.35315154,20.64999383,19.00053583
0,0,-19.92049207,19.31090783,19.25824896
0,0,-20.28608386,19.50384441,20.51362999
0,0,-20.23703205,21.58822987,21.04650789
0,0,-19.2281677,18.06848834,20.00555107
0,0,-18.38982379,20.79528233,21.52846275
0,0,-21.58712947,21.81911021,18.16096169
0,0,-20.39964505,20.82491268,21.68877935
0,0,-20.790992,21.97564795,18.7852312
0,0,-19.8559889,20.75017962,21.53695498
0,0,-21.02592232,18.13745212,19.60345272
0,0,-20.33798906,21.30803953,21.33102822
0,0,-18.21520449,19.13851965,20.6866622
0,0,-21.56038814,19.7842289,18.70376653
0.168952675,0,-19.22214459,19.24836766,21.67219028
0.167651339,0,-18.55156311,19.07421642,18.98206956
0,0,-18.35216403,19.72562281,18.97656047
0,0,-20.88176126,19.51500579,21.25671559
0,0,-20.81587347,20.53335433,18.42349302
0,0,-20.8006485,21.2526048,18.88814363
0,0,-21.66301109,19.18835461,20.01471029
0,0,-19.39577209,18.85488461,21.32190811
0,0,-20.24453223,20.66758108,18.5899359
0,0,-20.47798233,20.68128026,20.19067294
0,0,-21.91792731,21.60452496,20.84496237
0,0,-19.24938457,18.06378275,21.4423809
0,0,-21.8253248,21.41216265,21.74226224
0,0,-18.59493733,20.08400869,21.13855966
0,0,-21.05600582,20.48520836,20.61131359
0,0,-20.5315436,18.36548576,19.73448034
0,0,-21.26758415,19.73045973,18.44844062
0,0,-18.11474229,18.90920963,20.83894877
0,0,-18.31252417,19.01690012,21.97094922
0,0,-18.27878312,20.01638046,20.94704238
0,0,-20.37183782,21.2498238,18.06684438
0,0,-20.41174427,20.97512372,19.98503991
0,0,-21.62441956,20.36399984,20.45858653
0,0,-19.87041406,20.15767277,20.7586968
0,0,-18.27219622,19.70922417,20.87890334
0,0,-18.83811761,21.89083989,20.23243376
0,0,-18.03229238,20.24077022,18.89344133
0,0,-21.1068581,19.01586559,21.76880265
0,0,-21.26239775,18.92036317,20.78666587
0,0,-21.99176167,20.44541212,18.94736015
0,0,-19.6487778,20.09131011,19.28928733
0,0,-18.0771935,18.03079121,21.68771068
0,0,-18.93891953,21.32026149,21.54994075
0,0,-20.35107547,20.81648942,19.62058575
0,0,-21.84777187,20.64731716,18.15322889
0,0,-18.41431421,18.27512263,18.19398948
0,0,-18.48629208,19.4482234,19.13567316
0,0,-20.80703594,21.74152904,20.51648888
0,0,-20.66882822,21.45035697,20.33677854
0,0,-19.00202542,19.14217175,20.53531115
0,0,-21.25257916,18.62823554,20.86913189
0,0,-18.51511502,19.79635183,18.07612901
0,0,-21.70296738,19.42332151,18.42034238
0,0,-18.80412772,20.72890551,19.43793381
0,0,-18.32540949,21.86573924,18.61943999
0,0,-19.35808835,19.4520058,18.30128017
0,0,56.25409546,62.04624875,69.91711579
0,0,60.3232947,73.40755051,72.28857609
0,0,62.24215845,61.71611633,71.43572254
0.121567515,0,59.89105894,74.1576162,72.31174099
0.165888547,20,61.92728798,70.23828022,70.255649
0,0,58.37904617,74.00697323,71.20069638
0,0,54.33507117,63.91537174,64.89619133
0,0,65.68876949,61.75351722,74.70490929
0,0,63.83296205,67.8396557,63.6910529
0,0,54.88102589,67.32847844,64.11711669
0,20,59.39011675,65.70829492,65.12933691
0,0,61.62022884,74.22412805,74.46452105
0,0,71.29703291,82.60649952,85.17823891
0,0,77.18542689,80.10775297,82.176751
0,0,76.511459,72.36756069,79.60297393
0,0,71.56563087,81.2366993,77.91137117
0,0,70.5463967,81.1232333,84.90403553
0.592872206,0,79.9362268,76.43705805,80.6360659
0.621059403,0,73.30331398,84.19267732,84.50221159
0,0,72.10941611,72.43149673,74.75286841
0,0,79.61575096,73.98907897,75.02018478
0,0,79.58824412,70.82124175,83.1053257
0,0,72.60130518,82.18539887,72.16574837
0,0,81.66304061,79.48970567,84.52080041
0,0,82.18188261,76.57681062,79.63887214
0,0,76.75690521,74.17329251,86.30168633
0,0,78.05143606,72.20651013,76.92435251
0,0,82.79108143,74.21992152,82.95461041
0,0,74.63148791,78.77703902,79.24764594
0,0,78.70517095,75.49910252,81.53668494
0,0,81.63236414,75.68685255,79.58954013
0,0,79.825657,85.49316654,86.94900678
0,0,80.915921,79.76074956,82.57524425
0,0,79.93200599,83.16602338,75.56497688
0,0,74.43576271,72.13594693,86.03550177
0,0,77.77765266,77.37555801,76.24424896
0,0,80.35074439,79.57110951,77.85214677
0,0,84.31204187,74.89269048,73.54561839
0,0,82.29754286,73.83435699,86.29578496
0,0,78.66780421,85.82175062,76.48589902
0.333154908,0,87.41521652,86.92646895,76.05131067
0.489139629,0,73.57727889,73.17299408,86.62013253
0.297587376,0,75.15826014,77.49119824,84.78656368
0.280153711,0,77.30607976,87.22777097,74.16815403
0,0,75.50583893,73.24259102,84.20802103
0,0,81.84305781,82.19950405,86.50459933
0,0,72.48754605,87.45047529,73.16827208
0,0,74.68931057,87.5463968,85.10119579
0,0,76.66287838,79.5204838,80.73933874
0,0,82.90035899,74.58608077,82.68730947
0,0,85.97943259,75.21529304,79.86649686
0,0,84.74195798,86.21292625,83.14488979
0,0,74.88332961,86.56614721,72.52815485
0,0,81.01407354,81.70646004,84.18309878
0,0,72.45137018,84.23860027,72.51609113
0,0,76.93780097,83.81877869,79.26576921
0,0,84.86178242,82.56932417,74.39758018
0,0,79.27492876,85.21597453,85.15674591
0,0,74.36930153,82.94659401,77.00009009
0.139386441,0,78.98524736,80.52470632,79.24647299
0.165123298,0,75.16251333,75.78766382,78.85622658
0,0,78.28480004,83.898183,84.35598217
0,0,79.79895114,79.57118629,79.69448424
0,0,77.58672237,76.71298454,84.61927144
0.295957664,0,86.98454389,84.82706852,73.17261997
0.248785404,0,80.99400472,83.14342653,75.06190034
0,0,85.47944388,86.99325713,80.82066842
0,0,84.16492302,74.64348318,87.14922983
0,0,82.57205466,82.38307398,73.19261213
0,0,79.94382396,75.90418791,72.68585837
0,0,72.02901776,86.45317781,74.50123457
0,0,81.80893637,73.58845821,82.25450166
0,0,77.69407612,82.49779692,78.38313418
0,0,73.88301252,84.65655883,85.20802007
0.110659303,0,79.11275439,77.67793973,73.15022817
0.165784531,0,83.76751285,87.26537151,75.14190402
0,0,87.38544653,85.61086908,76.7996852
0,0,77.98443049,76.71315634,82.02689392
0,0,80.68228184,72.11996513,82.9619666
1.160360028,0,85.61854022,76.74577805,73.98654243
1.709542584,0,77.34275322,76.50023312,87.10003918
0,0,74.2749275,86.23860582,77.45596258
0.469995074,0,76.50888514,87.4730991,83.40989947
0.433804468,0,86.3845831,73.12633776,80.38655178
0,0,74.55005117,79.54056454,75.56398473
0,0,77.26728972,80.77315689,85.53948893
0,0,79.43399078,73.48644549,85.09164507
0,0,85.5535378,78.03981351,78.33699926
0,0,87.00313413,77.0731707,81.41756505
0,0,78.81271275,80.57674696,76.12506497
0.21097362,0,86.91098666,82.57889584,83.03746663
0.254795949,0,74.58310685,83.25560192,76.94428127
0,0,74.50939824,74.18793794,85.50509558
0,0,87.18773411,85.00700002,75.47801675
0,0,80.15462564,82.85651339,72.23671607
0,0,74.97428545,86.22503312,76.29598218
0,0,79.80779485,79.18934654,75.05681096
0,0,84.53132439,86.30220306,80.13255226
0,0,85.2306713,85.85235299,75.25922377
0,0,85.82345318,79.01451898,84.21100559
0,0,81.11308254,78.09826305,75.86190108
0,0,85.87108127,86.92495886,83.31145889
0,0,80.16043204,83.44260371,81.25550357
0,0,81.71290614,86.85189219,87.779964
0,20,84.13946299,84.75156392,87.99838184
0,0,78.80691425,81.74872764,85.91238434
0,0,73.17725696,73.85361607,84.15970159
0,0,77.60261204,76.66366132,78.1832726
0,0,-1.05E-05,35.00058469,33.6209646
0,0,-9.61E-06,30.84429551,34.92271673
0,20,-9.52E-06,29.39682552,28.94961092
0,0,-9.82E-06,33.32833508,32.24264789
0,0,-9.28E-06,33.4976208,30.19518335
0,0,-1.07E-05,30.62692353,32.37040221
0,0,-9.75E-06,30.70509477,31.78525527
0,0,-9.47E-06,31.800909,32.48491268
0,0,-1.06E-05,28.93944372,32.32615201
0,0,-1.09E-05,33.85166077,34.94467834
0,0,-9.26E-06,30.82936232,32.33398489
0,0,-9.69E-06,34.26407727,34.21587879
0,0,-17.42474567,23.75578299,21.5927937
0,0,-15.63281524,23.12307984,22.12268987
0,0,-17.40349683,21.61543822,22.26745115
0,0,-15.27748208,22.47309696,21.40870046
0,0,-15.09781837,22.15283386,21.86145917
0,0,-15.08514885,21.67818966,22.84133734
0,0,-14.67273359,23.95964926,22.75923993
0,0,-17.26858553,22.32611047,23.01122908
0,0,-17.53547432,23.89059817,21.73614307
0,0,-17.45443042,20.63137763,21.57492391
0,0,-17.12649224,20.79178991,22.90004686
0,0,-17.11004349,24.53839362,20.75521949
0,0,-19.81856862,20.83949937,19.46841697
0,0,-20.45266109,20.52001634,18.60455499
0,0,-18.08003506,20.57484699,18.72941383
0,0,-18.7695849,19.31374067,19.42889768
0,0,-19.74081179,21.37581112,18.51199171
0,0,-20.63912236,18.77926121,19.43720155
0,0,-19.81620316,20.78033368,21.11478277
0,0,-20.50184476,20.76986874,18.68229437
0,0,-19.09996655,22.17651552,20.22087319
0.245437734,0,-20.03444678,20.58724454,22.17209333
0.284435708,0,-21.04312675,18.99340857,21.6731024
0,0,-17.86939644,20.7779971,19.68307177
0,0,-21.5340214,18.45346402,21.80337813
0,0,-19.92874023,18.90548814,19.41131515
0,0,-20.40828923,18.21143158,18.37785424
0,0,-21.33938431,20.14942952,22.08170965
0,0,-19.48150784,18.42615344,21.58319449
0,0,-19.51737222,19.97298984,19.95907699
3.083392796,0,-19.94785761,21.83609263,20.76470048
2.441966497,0,-17.93179715,20.97926502,20.78419984
0,0,-19.82677149,18.39753296,18.86806294
0.209808258,0,-19.01103435,18.98754403,18.89043542
0.248824114,0,-21.53812228,20.79398395,19.97373871
0,0,-18.20413374,21.68238567,21.75019471
0,0,-19.80554221,18.14908075,18.05729347
0,0,-21.7550089,21.27020433,21.15030736
0,0,-21.56957439,20.26669288,18.24760803
0,0,-20.77210516,20.20374228,19.93200482
0,0,-20.32487231,21.85221072,20.57122075
0,0,-19.09232709,21.0107294,20.76695421
0,0,-19.43667994,21.42101992,18.25142161
0,0,-18.33116261,19.43462161,19.6933019
0,0,-21.11060212,20.23686491,20.35487097
0,0,-19.26460632,20.48126586,18.28171576
0,0,-20.63805381,19.30485063,18.55817698
0,0,-19.39929052,20.30046224,20.67442436
0,0,-19.85096743,18.95025927,20.0904094
0,0,-20.21353949,18.5770688,18.65089493
0,0,-21.20062327,19.49962424,20.14482441
0,0,-18.83859523,20.96118229,21.65492644
0,0,-19.58879113,21.66890822,18.06581831
0,0,-18.51439979,19.83466373,20.57448463
0,0,-18.29718505,20.57524444,18.2981143
0,0,-20.41216344,18.41568365,18.02925872
0,0,-18.75036214,21.62200566,18.60618966
0,0,-18.23336083,20.27830954,19.69540732
0,0,-21.58148344,21.12540829,21.21344819
0,0,-20.13081376,21.18183093,19.1308144
0,0,-18.53851283,19.02592211,20.50269285
0,0,-18.21370451,20.11669781,19.64462655
0,0,-18.47944021,21.84191901,18.93732717
0,0,-19.88534896,18.35853818,20.05698846
0,0,-20.67386102,20.73219959,21.18985796
0,0,-20.5651203,21.84905631,21.32996948
0,0,-18.57769235,19.20230843,21.38607813
0,0,-20.53395581,21.44579169,19.35423125
0,0,-19.6194625,21.73463018,21.17382426
0,0,-19.85897514,20.98834484,18.84871382
0,0,-21.20572163,18.92531325,20.95370041
0,0,-19.32999749,19.33600288,21.79353771
0,0,-18.58799619,18.14323718,18.05497534
0,0,-21.49381253,21.32581294,19.76145572
0,0,-18.8485223,21.39844475,20.59108395
0,0,-19.17611948,20.53084124,20.80710308
0,0,-20.82636024,19.41011141,18.70435103
0,0,-20.73420127,18.30724411,21.8887331
0,0,-21.20160009,21.01223044,20.46106147
0,0,-18.73546657,20.90610477,18.6573624
0,0,-19.40911957,21.65041009,18.08209005
0,0,-18.50353296,20.92212808,21.1330568
0,0,-20.16415659,21.31477977,18.31881896
0,0,-19.17028237,20.98381847,18.56420368
0,20,-20.75574256,20.52274875,20.29932011
0,0,-18.00137747,19.70786558,20.41402201
0,0,-18.23873199,21.60846923,20.74754847
0,0,-19.7302412,20.60387429,19.57405605
0,0,-21.83273662,19.59342129,21.09559468
0,0,-21.56340555,18.33387718,21.8974344
0,20,-21.97603611,19.16281942,19.08437977
0,0,-19.6673209,20.17490694,20.81211447
